DATETIMESTAMP,DATE_SQL,DATETIME_SAP,DATE_SAP,YEAR,QUARTER,MONTH,WEEK,WEEK_YEAR,DAY_OF_WEEK,DAY,HOUR,MINUTE,SECOND,CALQUARTER,CALMONTH,CALWEEK,YEAR_INT,QUARTER_INT,MONTH_INT,WEEK_INT,WEEK_YEAR_INT,DAY_OF_WEEK_INT,DAY_INT,HOUR_INT,MINUTE_INT,SECOND_INT,MONTH_LAST_DAY,TZNTSTMPS,TZNTSTMPL
0001-01-01 00:00:00.000000000,0001-01-01,00010101000000,00010101,0001,01,01,01,0001,05,01,00,00,00,00011,000101,000101,1,1,1,1,1,5,1,0,0,0,0,10101000000,10101000000.0000000
9999-12-31 00:00:00.000000000,9999-12-31,99991231000000,99991231,9999,04,12,52,9999,04,31,00,00,00,99994,999912,999952,9999,4,12,52,9999,4,31,0,0,0,1,99991231000000,99991231000000.0000000
1900-01-01 00:00:00.000000000,1900-01-01,19000101000000,19000101,1900,01,01,01,1900,00,01,00,00,00,19001,190001,190001,1900,1,1,1,1900,0,1,0,0,0,0,19000101000000,19000101000000.0000000
2015-01-01 00:00:00.000000000,2015-01-01,20150101000000,20150101,2015,01,01,01,2015,03,01,00,00,00,20151,201501,201501,2015,1,1,1,2015,3,1,0,0,0,0,20150101000000,20150101000000.0000000
2015-01-02 00:00:00.000000000,2015-01-02,20150102000000,20150102,2015,01,01,01,2015,04,02,00,00,00,20151,201501,201501,2015,1,1,1,2015,4,2,0,0,0,0,20150102000000,20150102000000.0000000
2015-01-03 00:00:00.000000000,2015-01-03,20150103000000,20150103,2015,01,01,01,2015,05,03,00,00,00,20151,201501,201501,2015,1,1,1,2015,5,3,0,0,0,0,20150103000000,20150103000000.0000000
2015-01-04 00:00:00.000000000,2015-01-04,20150104000000,20150104,2015,01,01,01,2015,06,04,00,00,00,20151,201501,201501,2015,1,1,1,2015,6,4,0,0,0,0,20150104000000,20150104000000.0000000
2015-01-05 00:00:00.000000000,2015-01-05,20150105000000,20150105,2015,01,01,02,2015,00,05,00,00,00,20151,201501,201502,2015,1,1,2,2015,0,5,0,0,0,0,20150105000000,20150105000000.0000000
2015-01-06 00:00:00.000000000,2015-01-06,20150106000000,20150106,2015,01,01,02,2015,01,06,00,00,00,20151,201501,201502,2015,1,1,2,2015,1,6,0,0,0,0,20150106000000,20150106000000.0000000
2015-01-07 00:00:00.000000000,2015-01-07,20150107000000,20150107,2015,01,01,02,2015,02,07,00,00,00,20151,201501,201502,2015,1,1,2,2015,2,7,0,0,0,0,20150107000000,20150107000000.0000000
2015-01-08 00:00:00.000000000,2015-01-08,20150108000000,20150108,2015,01,01,02,2015,03,08,00,00,00,20151,201501,201502,2015,1,1,2,2015,3,8,0,0,0,0,20150108000000,20150108000000.0000000
2015-01-09 00:00:00.000000000,2015-01-09,20150109000000,20150109,2015,01,01,02,2015,04,09,00,00,00,20151,201501,201502,2015,1,1,2,2015,4,9,0,0,0,0,20150109000000,20150109000000.0000000
2015-01-10 00:00:00.000000000,2015-01-10,20150110000000,20150110,2015,01,01,02,2015,05,10,00,00,00,20151,201501,201502,2015,1,1,2,2015,5,10,0,0,0,0,20150110000000,20150110000000.0000000
2015-01-11 00:00:00.000000000,2015-01-11,20150111000000,20150111,2015,01,01,02,2015,06,11,00,00,00,20151,201501,201502,2015,1,1,2,2015,6,11,0,0,0,0,20150111000000,20150111000000.0000000
2015-01-12 00:00:00.000000000,2015-01-12,20150112000000,20150112,2015,01,01,03,2015,00,12,00,00,00,20151,201501,201503,2015,1,1,3,2015,0,12,0,0,0,0,20150112000000,20150112000000.0000000
2015-01-13 00:00:00.000000000,2015-01-13,20150113000000,20150113,2015,01,01,03,2015,01,13,00,00,00,20151,201501,201503,2015,1,1,3,2015,1,13,0,0,0,0,20150113000000,20150113000000.0000000
2015-01-14 00:00:00.000000000,2015-01-14,20150114000000,20150114,2015,01,01,03,2015,02,14,00,00,00,20151,201501,201503,2015,1,1,3,2015,2,14,0,0,0,0,20150114000000,20150114000000.0000000
2015-01-15 00:00:00.000000000,2015-01-15,20150115000000,20150115,2015,01,01,03,2015,03,15,00,00,00,20151,201501,201503,2015,1,1,3,2015,3,15,0,0,0,0,20150115000000,20150115000000.0000000
2015-01-16 00:00:00.000000000,2015-01-16,20150116000000,20150116,2015,01,01,03,2015,04,16,00,00,00,20151,201501,201503,2015,1,1,3,2015,4,16,0,0,0,0,20150116000000,20150116000000.0000000
2015-01-17 00:00:00.000000000,2015-01-17,20150117000000,20150117,2015,01,01,03,2015,05,17,00,00,00,20151,201501,201503,2015,1,1,3,2015,5,17,0,0,0,0,20150117000000,20150117000000.0000000
2015-01-18 00:00:00.000000000,2015-01-18,20150118000000,20150118,2015,01,01,03,2015,06,18,00,00,00,20151,201501,201503,2015,1,1,3,2015,6,18,0,0,0,0,20150118000000,20150118000000.0000000
2015-01-19 00:00:00.000000000,2015-01-19,20150119000000,20150119,2015,01,01,04,2015,00,19,00,00,00,20151,201501,201504,2015,1,1,4,2015,0,19,0,0,0,0,20150119000000,20150119000000.0000000
2015-01-20 00:00:00.000000000,2015-01-20,20150120000000,20150120,2015,01,01,04,2015,01,20,00,00,00,20151,201501,201504,2015,1,1,4,2015,1,20,0,0,0,0,20150120000000,20150120000000.0000000
2015-01-21 00:00:00.000000000,2015-01-21,20150121000000,20150121,2015,01,01,04,2015,02,21,00,00,00,20151,201501,201504,2015,1,1,4,2015,2,21,0,0,0,0,20150121000000,20150121000000.0000000
2015-01-22 00:00:00.000000000,2015-01-22,20150122000000,20150122,2015,01,01,04,2015,03,22,00,00,00,20151,201501,201504,2015,1,1,4,2015,3,22,0,0,0,0,20150122000000,20150122000000.0000000
2015-01-23 00:00:00.000000000,2015-01-23,20150123000000,20150123,2015,01,01,04,2015,04,23,00,00,00,20151,201501,201504,2015,1,1,4,2015,4,23,0,0,0,0,20150123000000,20150123000000.0000000
2015-01-24 00:00:00.000000000,2015-01-24,20150124000000,20150124,2015,01,01,04,2015,05,24,00,00,00,20151,201501,201504,2015,1,1,4,2015,5,24,0,0,0,0,20150124000000,20150124000000.0000000
2015-01-25 00:00:00.000000000,2015-01-25,20150125000000,20150125,2015,01,01,04,2015,06,25,00,00,00,20151,201501,201504,2015,1,1,4,2015,6,25,0,0,0,0,20150125000000,20150125000000.0000000
2015-01-26 00:00:00.000000000,2015-01-26,20150126000000,20150126,2015,01,01,05,2015,00,26,00,00,00,20151,201501,201505,2015,1,1,5,2015,0,26,0,0,0,0,20150126000000,20150126000000.0000000
2015-01-27 00:00:00.000000000,2015-01-27,20150127000000,20150127,2015,01,01,05,2015,01,27,00,00,00,20151,201501,201505,2015,1,1,5,2015,1,27,0,0,0,0,20150127000000,20150127000000.0000000
2015-01-28 00:00:00.000000000,2015-01-28,20150128000000,20150128,2015,01,01,05,2015,02,28,00,00,00,20151,201501,201505,2015,1,1,5,2015,2,28,0,0,0,0,20150128000000,20150128000000.0000000
2015-01-29 00:00:00.000000000,2015-01-29,20150129000000,20150129,2015,01,01,05,2015,03,29,00,00,00,20151,201501,201505,2015,1,1,5,2015,3,29,0,0,0,0,20150129000000,20150129000000.0000000
2015-01-30 00:00:00.000000000,2015-01-30,20150130000000,20150130,2015,01,01,05,2015,04,30,00,00,00,20151,201501,201505,2015,1,1,5,2015,4,30,0,0,0,0,20150130000000,20150130000000.0000000
2015-01-31 00:00:00.000000000,2015-01-31,20150131000000,20150131,2015,01,01,05,2015,05,31,00,00,00,20151,201501,201505,2015,1,1,5,2015,5,31,0,0,0,1,20150131000000,20150131000000.0000000
2015-02-01 00:00:00.000000000,2015-02-01,20150201000000,20150201,2015,01,02,05,2015,06,01,00,00,00,20151,201502,201505,2015,1,2,5,2015,6,1,0,0,0,0,20150201000000,20150201000000.0000000
2015-02-02 00:00:00.000000000,2015-02-02,20150202000000,20150202,2015,01,02,06,2015,00,02,00,00,00,20151,201502,201506,2015,1,2,6,2015,0,2,0,0,0,0,20150202000000,20150202000000.0000000
2015-02-03 00:00:00.000000000,2015-02-03,20150203000000,20150203,2015,01,02,06,2015,01,03,00,00,00,20151,201502,201506,2015,1,2,6,2015,1,3,0,0,0,0,20150203000000,20150203000000.0000000
2015-02-04 00:00:00.000000000,2015-02-04,20150204000000,20150204,2015,01,02,06,2015,02,04,00,00,00,20151,201502,201506,2015,1,2,6,2015,2,4,0,0,0,0,20150204000000,20150204000000.0000000
2015-02-05 00:00:00.000000000,2015-02-05,20150205000000,20150205,2015,01,02,06,2015,03,05,00,00,00,20151,201502,201506,2015,1,2,6,2015,3,5,0,0,0,0,20150205000000,20150205000000.0000000
2015-02-06 00:00:00.000000000,2015-02-06,20150206000000,20150206,2015,01,02,06,2015,04,06,00,00,00,20151,201502,201506,2015,1,2,6,2015,4,6,0,0,0,0,20150206000000,20150206000000.0000000
2015-02-07 00:00:00.000000000,2015-02-07,20150207000000,20150207,2015,01,02,06,2015,05,07,00,00,00,20151,201502,201506,2015,1,2,6,2015,5,7,0,0,0,0,20150207000000,20150207000000.0000000
2015-02-08 00:00:00.000000000,2015-02-08,20150208000000,20150208,2015,01,02,06,2015,06,08,00,00,00,20151,201502,201506,2015,1,2,6,2015,6,8,0,0,0,0,20150208000000,20150208000000.0000000
2015-02-09 00:00:00.000000000,2015-02-09,20150209000000,20150209,2015,01,02,07,2015,00,09,00,00,00,20151,201502,201507,2015,1,2,7,2015,0,9,0,0,0,0,20150209000000,20150209000000.0000000
2015-02-10 00:00:00.000000000,2015-02-10,20150210000000,20150210,2015,01,02,07,2015,01,10,00,00,00,20151,201502,201507,2015,1,2,7,2015,1,10,0,0,0,0,20150210000000,20150210000000.0000000
2015-02-11 00:00:00.000000000,2015-02-11,20150211000000,20150211,2015,01,02,07,2015,02,11,00,00,00,20151,201502,201507,2015,1,2,7,2015,2,11,0,0,0,0,20150211000000,20150211000000.0000000
2015-02-12 00:00:00.000000000,2015-02-12,20150212000000,20150212,2015,01,02,07,2015,03,12,00,00,00,20151,201502,201507,2015,1,2,7,2015,3,12,0,0,0,0,20150212000000,20150212000000.0000000
2015-02-13 00:00:00.000000000,2015-02-13,20150213000000,20150213,2015,01,02,07,2015,04,13,00,00,00,20151,201502,201507,2015,1,2,7,2015,4,13,0,0,0,0,20150213000000,20150213000000.0000000
2015-02-14 00:00:00.000000000,2015-02-14,20150214000000,20150214,2015,01,02,07,2015,05,14,00,00,00,20151,201502,201507,2015,1,2,7,2015,5,14,0,0,0,0,20150214000000,20150214000000.0000000
2015-02-15 00:00:00.000000000,2015-02-15,20150215000000,20150215,2015,01,02,07,2015,06,15,00,00,00,20151,201502,201507,2015,1,2,7,2015,6,15,0,0,0,0,20150215000000,20150215000000.0000000
2015-02-16 00:00:00.000000000,2015-02-16,20150216000000,20150216,2015,01,02,08,2015,00,16,00,00,00,20151,201502,201508,2015,1,2,8,2015,0,16,0,0,0,0,20150216000000,20150216000000.0000000
2015-02-17 00:00:00.000000000,2015-02-17,20150217000000,20150217,2015,01,02,08,2015,01,17,00,00,00,20151,201502,201508,2015,1,2,8,2015,1,17,0,0,0,0,20150217000000,20150217000000.0000000
2015-02-18 00:00:00.000000000,2015-02-18,20150218000000,20150218,2015,01,02,08,2015,02,18,00,00,00,20151,201502,201508,2015,1,2,8,2015,2,18,0,0,0,0,20150218000000,20150218000000.0000000
2015-02-19 00:00:00.000000000,2015-02-19,20150219000000,20150219,2015,01,02,08,2015,03,19,00,00,00,20151,201502,201508,2015,1,2,8,2015,3,19,0,0,0,0,20150219000000,20150219000000.0000000
2015-02-20 00:00:00.000000000,2015-02-20,20150220000000,20150220,2015,01,02,08,2015,04,20,00,00,00,20151,201502,201508,2015,1,2,8,2015,4,20,0,0,0,0,20150220000000,20150220000000.0000000
2015-02-21 00:00:00.000000000,2015-02-21,20150221000000,20150221,2015,01,02,08,2015,05,21,00,00,00,20151,201502,201508,2015,1,2,8,2015,5,21,0,0,0,0,20150221000000,20150221000000.0000000
2015-02-22 00:00:00.000000000,2015-02-22,20150222000000,20150222,2015,01,02,08,2015,06,22,00,00,00,20151,201502,201508,2015,1,2,8,2015,6,22,0,0,0,0,20150222000000,20150222000000.0000000
2015-02-23 00:00:00.000000000,2015-02-23,20150223000000,20150223,2015,01,02,09,2015,00,23,00,00,00,20151,201502,201509,2015,1,2,9,2015,0,23,0,0,0,0,20150223000000,20150223000000.0000000
2015-02-24 00:00:00.000000000,2015-02-24,20150224000000,20150224,2015,01,02,09,2015,01,24,00,00,00,20151,201502,201509,2015,1,2,9,2015,1,24,0,0,0,0,20150224000000,20150224000000.0000000
2015-02-25 00:00:00.000000000,2015-02-25,20150225000000,20150225,2015,01,02,09,2015,02,25,00,00,00,20151,201502,201509,2015,1,2,9,2015,2,25,0,0,0,0,20150225000000,20150225000000.0000000
2015-02-26 00:00:00.000000000,2015-02-26,20150226000000,20150226,2015,01,02,09,2015,03,26,00,00,00,20151,201502,201509,2015,1,2,9,2015,3,26,0,0,0,0,20150226000000,20150226000000.0000000
2015-02-27 00:00:00.000000000,2015-02-27,20150227000000,20150227,2015,01,02,09,2015,04,27,00,00,00,20151,201502,201509,2015,1,2,9,2015,4,27,0,0,0,0,20150227000000,20150227000000.0000000
2015-02-28 00:00:00.000000000,2015-02-28,20150228000000,20150228,2015,01,02,09,2015,05,28,00,00,00,20151,201502,201509,2015,1,2,9,2015,5,28,0,0,0,1,20150228000000,20150228000000.0000000
2015-03-01 00:00:00.000000000,2015-03-01,20150301000000,20150301,2015,01,03,09,2015,06,01,00,00,00,20151,201503,201509,2015,1,3,9,2015,6,1,0,0,0,0,20150301000000,20150301000000.0000000
2015-03-02 00:00:00.000000000,2015-03-02,20150302000000,20150302,2015,01,03,10,2015,00,02,00,00,00,20151,201503,201510,2015,1,3,10,2015,0,2,0,0,0,0,20150302000000,20150302000000.0000000
2015-03-03 00:00:00.000000000,2015-03-03,20150303000000,20150303,2015,01,03,10,2015,01,03,00,00,00,20151,201503,201510,2015,1,3,10,2015,1,3,0,0,0,0,20150303000000,20150303000000.0000000
2015-03-04 00:00:00.000000000,2015-03-04,20150304000000,20150304,2015,01,03,10,2015,02,04,00,00,00,20151,201503,201510,2015,1,3,10,2015,2,4,0,0,0,0,20150304000000,20150304000000.0000000
2015-03-05 00:00:00.000000000,2015-03-05,20150305000000,20150305,2015,01,03,10,2015,03,05,00,00,00,20151,201503,201510,2015,1,3,10,2015,3,5,0,0,0,0,20150305000000,20150305000000.0000000
2015-03-06 00:00:00.000000000,2015-03-06,20150306000000,20150306,2015,01,03,10,2015,04,06,00,00,00,20151,201503,201510,2015,1,3,10,2015,4,6,0,0,0,0,20150306000000,20150306000000.0000000
2015-03-07 00:00:00.000000000,2015-03-07,20150307000000,20150307,2015,01,03,10,2015,05,07,00,00,00,20151,201503,201510,2015,1,3,10,2015,5,7,0,0,0,0,20150307000000,20150307000000.0000000
2015-03-08 00:00:00.000000000,2015-03-08,20150308000000,20150308,2015,01,03,10,2015,06,08,00,00,00,20151,201503,201510,2015,1,3,10,2015,6,8,0,0,0,0,20150308000000,20150308000000.0000000
2015-03-09 00:00:00.000000000,2015-03-09,20150309000000,20150309,2015,01,03,11,2015,00,09,00,00,00,20151,201503,201511,2015,1,3,11,2015,0,9,0,0,0,0,20150309000000,20150309000000.0000000
2015-03-10 00:00:00.000000000,2015-03-10,20150310000000,20150310,2015,01,03,11,2015,01,10,00,00,00,20151,201503,201511,2015,1,3,11,2015,1,10,0,0,0,0,20150310000000,20150310000000.0000000
2015-03-11 00:00:00.000000000,2015-03-11,20150311000000,20150311,2015,01,03,11,2015,02,11,00,00,00,20151,201503,201511,2015,1,3,11,2015,2,11,0,0,0,0,20150311000000,20150311000000.0000000
2015-03-12 00:00:00.000000000,2015-03-12,20150312000000,20150312,2015,01,03,11,2015,03,12,00,00,00,20151,201503,201511,2015,1,3,11,2015,3,12,0,0,0,0,20150312000000,20150312000000.0000000
2015-03-13 00:00:00.000000000,2015-03-13,20150313000000,20150313,2015,01,03,11,2015,04,13,00,00,00,20151,201503,201511,2015,1,3,11,2015,4,13,0,0,0,0,20150313000000,20150313000000.0000000
2015-03-14 00:00:00.000000000,2015-03-14,20150314000000,20150314,2015,01,03,11,2015,05,14,00,00,00,20151,201503,201511,2015,1,3,11,2015,5,14,0,0,0,0,20150314000000,20150314000000.0000000
2015-03-15 00:00:00.000000000,2015-03-15,20150315000000,20150315,2015,01,03,11,2015,06,15,00,00,00,20151,201503,201511,2015,1,3,11,2015,6,15,0,0,0,0,20150315000000,20150315000000.0000000
2015-03-16 00:00:00.000000000,2015-03-16,20150316000000,20150316,2015,01,03,12,2015,00,16,00,00,00,20151,201503,201512,2015,1,3,12,2015,0,16,0,0,0,0,20150316000000,20150316000000.0000000
2015-03-17 00:00:00.000000000,2015-03-17,20150317000000,20150317,2015,01,03,12,2015,01,17,00,00,00,20151,201503,201512,2015,1,3,12,2015,1,17,0,0,0,0,20150317000000,20150317000000.0000000
2015-03-18 00:00:00.000000000,2015-03-18,20150318000000,20150318,2015,01,03,12,2015,02,18,00,00,00,20151,201503,201512,2015,1,3,12,2015,2,18,0,0,0,0,20150318000000,20150318000000.0000000
2015-03-19 00:00:00.000000000,2015-03-19,20150319000000,20150319,2015,01,03,12,2015,03,19,00,00,00,20151,201503,201512,2015,1,3,12,2015,3,19,0,0,0,0,20150319000000,20150319000000.0000000
2015-03-20 00:00:00.000000000,2015-03-20,20150320000000,20150320,2015,01,03,12,2015,04,20,00,00,00,20151,201503,201512,2015,1,3,12,2015,4,20,0,0,0,0,20150320000000,20150320000000.0000000
2015-03-21 00:00:00.000000000,2015-03-21,20150321000000,20150321,2015,01,03,12,2015,05,21,00,00,00,20151,201503,201512,2015,1,3,12,2015,5,21,0,0,0,0,20150321000000,20150321000000.0000000
2015-03-22 00:00:00.000000000,2015-03-22,20150322000000,20150322,2015,01,03,12,2015,06,22,00,00,00,20151,201503,201512,2015,1,3,12,2015,6,22,0,0,0,0,20150322000000,20150322000000.0000000
2015-03-23 00:00:00.000000000,2015-03-23,20150323000000,20150323,2015,01,03,13,2015,00,23,00,00,00,20151,201503,201513,2015,1,3,13,2015,0,23,0,0,0,0,20150323000000,20150323000000.0000000
2015-03-24 00:00:00.000000000,2015-03-24,20150324000000,20150324,2015,01,03,13,2015,01,24,00,00,00,20151,201503,201513,2015,1,3,13,2015,1,24,0,0,0,0,20150324000000,20150324000000.0000000
2015-03-25 00:00:00.000000000,2015-03-25,20150325000000,20150325,2015,01,03,13,2015,02,25,00,00,00,20151,201503,201513,2015,1,3,13,2015,2,25,0,0,0,0,20150325000000,20150325000000.0000000
2015-03-26 00:00:00.000000000,2015-03-26,20150326000000,20150326,2015,01,03,13,2015,03,26,00,00,00,20151,201503,201513,2015,1,3,13,2015,3,26,0,0,0,0,20150326000000,20150326000000.0000000
2015-03-27 00:00:00.000000000,2015-03-27,20150327000000,20150327,2015,01,03,13,2015,04,27,00,00,00,20151,201503,201513,2015,1,3,13,2015,4,27,0,0,0,0,20150327000000,20150327000000.0000000
2015-03-28 00:00:00.000000000,2015-03-28,20150328000000,20150328,2015,01,03,13,2015,05,28,00,00,00,20151,201503,201513,2015,1,3,13,2015,5,28,0,0,0,0,20150328000000,20150328000000.0000000
2015-03-29 00:00:00.000000000,2015-03-29,20150329000000,20150329,2015,01,03,13,2015,06,29,00,00,00,20151,201503,201513,2015,1,3,13,2015,6,29,0,0,0,0,20150329000000,20150329000000.0000000
2015-03-30 00:00:00.000000000,2015-03-30,20150330000000,20150330,2015,01,03,14,2015,00,30,00,00,00,20151,201503,201514,2015,1,3,14,2015,0,30,0,0,0,0,20150330000000,20150330000000.0000000
2015-03-31 00:00:00.000000000,2015-03-31,20150331000000,20150331,2015,01,03,14,2015,01,31,00,00,00,20151,201503,201514,2015,1,3,14,2015,1,31,0,0,0,1,20150331000000,20150331000000.0000000
2015-04-01 00:00:00.000000000,2015-04-01,20150401000000,20150401,2015,02,04,14,2015,02,01,00,00,00,20152,201504,201514,2015,2,4,14,2015,2,1,0,0,0,0,20150401000000,20150401000000.0000000
2015-04-02 00:00:00.000000000,2015-04-02,20150402000000,20150402,2015,02,04,14,2015,03,02,00,00,00,20152,201504,201514,2015,2,4,14,2015,3,2,0,0,0,0,20150402000000,20150402000000.0000000
2015-04-03 00:00:00.000000000,2015-04-03,20150403000000,20150403,2015,02,04,14,2015,04,03,00,00,00,20152,201504,201514,2015,2,4,14,2015,4,3,0,0,0,0,20150403000000,20150403000000.0000000
2015-04-04 00:00:00.000000000,2015-04-04,20150404000000,20150404,2015,02,04,14,2015,05,04,00,00,00,20152,201504,201514,2015,2,4,14,2015,5,4,0,0,0,0,20150404000000,20150404000000.0000000
2015-04-05 00:00:00.000000000,2015-04-05,20150405000000,20150405,2015,02,04,14,2015,06,05,00,00,00,20152,201504,201514,2015,2,4,14,2015,6,5,0,0,0,0,20150405000000,20150405000000.0000000
2015-04-06 00:00:00.000000000,2015-04-06,20150406000000,20150406,2015,02,04,15,2015,00,06,00,00,00,20152,201504,201515,2015,2,4,15,2015,0,6,0,0,0,0,20150406000000,20150406000000.0000000
2015-04-07 00:00:00.000000000,2015-04-07,20150407000000,20150407,2015,02,04,15,2015,01,07,00,00,00,20152,201504,201515,2015,2,4,15,2015,1,7,0,0,0,0,20150407000000,20150407000000.0000000
2015-04-08 00:00:00.000000000,2015-04-08,20150408000000,20150408,2015,02,04,15,2015,02,08,00,00,00,20152,201504,201515,2015,2,4,15,2015,2,8,0,0,0,0,20150408000000,20150408000000.0000000
2015-04-09 00:00:00.000000000,2015-04-09,20150409000000,20150409,2015,02,04,15,2015,03,09,00,00,00,20152,201504,201515,2015,2,4,15,2015,3,9,0,0,0,0,20150409000000,20150409000000.0000000
2015-04-10 00:00:00.000000000,2015-04-10,20150410000000,20150410,2015,02,04,15,2015,04,10,00,00,00,20152,201504,201515,2015,2,4,15,2015,4,10,0,0,0,0,20150410000000,20150410000000.0000000
2015-04-11 00:00:00.000000000,2015-04-11,20150411000000,20150411,2015,02,04,15,2015,05,11,00,00,00,20152,201504,201515,2015,2,4,15,2015,5,11,0,0,0,0,20150411000000,20150411000000.0000000
2015-04-12 00:00:00.000000000,2015-04-12,20150412000000,20150412,2015,02,04,15,2015,06,12,00,00,00,20152,201504,201515,2015,2,4,15,2015,6,12,0,0,0,0,20150412000000,20150412000000.0000000
2015-04-13 00:00:00.000000000,2015-04-13,20150413000000,20150413,2015,02,04,16,2015,00,13,00,00,00,20152,201504,201516,2015,2,4,16,2015,0,13,0,0,0,0,20150413000000,20150413000000.0000000
2015-04-14 00:00:00.000000000,2015-04-14,20150414000000,20150414,2015,02,04,16,2015,01,14,00,00,00,20152,201504,201516,2015,2,4,16,2015,1,14,0,0,0,0,20150414000000,20150414000000.0000000
2015-04-15 00:00:00.000000000,2015-04-15,20150415000000,20150415,2015,02,04,16,2015,02,15,00,00,00,20152,201504,201516,2015,2,4,16,2015,2,15,0,0,0,0,20150415000000,20150415000000.0000000
2015-04-16 00:00:00.000000000,2015-04-16,20150416000000,20150416,2015,02,04,16,2015,03,16,00,00,00,20152,201504,201516,2015,2,4,16,2015,3,16,0,0,0,0,20150416000000,20150416000000.0000000
2015-04-17 00:00:00.000000000,2015-04-17,20150417000000,20150417,2015,02,04,16,2015,04,17,00,00,00,20152,201504,201516,2015,2,4,16,2015,4,17,0,0,0,0,20150417000000,20150417000000.0000000
2015-04-18 00:00:00.000000000,2015-04-18,20150418000000,20150418,2015,02,04,16,2015,05,18,00,00,00,20152,201504,201516,2015,2,4,16,2015,5,18,0,0,0,0,20150418000000,20150418000000.0000000
2015-04-19 00:00:00.000000000,2015-04-19,20150419000000,20150419,2015,02,04,16,2015,06,19,00,00,00,20152,201504,201516,2015,2,4,16,2015,6,19,0,0,0,0,20150419000000,20150419000000.0000000
2015-04-20 00:00:00.000000000,2015-04-20,20150420000000,20150420,2015,02,04,17,2015,00,20,00,00,00,20152,201504,201517,2015,2,4,17,2015,0,20,0,0,0,0,20150420000000,20150420000000.0000000
2015-04-21 00:00:00.000000000,2015-04-21,20150421000000,20150421,2015,02,04,17,2015,01,21,00,00,00,20152,201504,201517,2015,2,4,17,2015,1,21,0,0,0,0,20150421000000,20150421000000.0000000
2015-04-22 00:00:00.000000000,2015-04-22,20150422000000,20150422,2015,02,04,17,2015,02,22,00,00,00,20152,201504,201517,2015,2,4,17,2015,2,22,0,0,0,0,20150422000000,20150422000000.0000000
2015-04-23 00:00:00.000000000,2015-04-23,20150423000000,20150423,2015,02,04,17,2015,03,23,00,00,00,20152,201504,201517,2015,2,4,17,2015,3,23,0,0,0,0,20150423000000,20150423000000.0000000
2015-04-24 00:00:00.000000000,2015-04-24,20150424000000,20150424,2015,02,04,17,2015,04,24,00,00,00,20152,201504,201517,2015,2,4,17,2015,4,24,0,0,0,0,20150424000000,20150424000000.0000000
2015-04-25 00:00:00.000000000,2015-04-25,20150425000000,20150425,2015,02,04,17,2015,05,25,00,00,00,20152,201504,201517,2015,2,4,17,2015,5,25,0,0,0,0,20150425000000,20150425000000.0000000
2015-04-26 00:00:00.000000000,2015-04-26,20150426000000,20150426,2015,02,04,17,2015,06,26,00,00,00,20152,201504,201517,2015,2,4,17,2015,6,26,0,0,0,0,20150426000000,20150426000000.0000000
2015-04-27 00:00:00.000000000,2015-04-27,20150427000000,20150427,2015,02,04,18,2015,00,27,00,00,00,20152,201504,201518,2015,2,4,18,2015,0,27,0,0,0,0,20150427000000,20150427000000.0000000
2015-04-28 00:00:00.000000000,2015-04-28,20150428000000,20150428,2015,02,04,18,2015,01,28,00,00,00,20152,201504,201518,2015,2,4,18,2015,1,28,0,0,0,0,20150428000000,20150428000000.0000000
2015-04-29 00:00:00.000000000,2015-04-29,20150429000000,20150429,2015,02,04,18,2015,02,29,00,00,00,20152,201504,201518,2015,2,4,18,2015,2,29,0,0,0,0,20150429000000,20150429000000.0000000
2015-04-30 00:00:00.000000000,2015-04-30,20150430000000,20150430,2015,02,04,18,2015,03,30,00,00,00,20152,201504,201518,2015,2,4,18,2015,3,30,0,0,0,1,20150430000000,20150430000000.0000000
2015-05-01 00:00:00.000000000,2015-05-01,20150501000000,20150501,2015,02,05,18,2015,04,01,00,00,00,20152,201505,201518,2015,2,5,18,2015,4,1,0,0,0,0,20150501000000,20150501000000.0000000
2015-05-02 00:00:00.000000000,2015-05-02,20150502000000,20150502,2015,02,05,18,2015,05,02,00,00,00,20152,201505,201518,2015,2,5,18,2015,5,2,0,0,0,0,20150502000000,20150502000000.0000000
2015-05-03 00:00:00.000000000,2015-05-03,20150503000000,20150503,2015,02,05,18,2015,06,03,00,00,00,20152,201505,201518,2015,2,5,18,2015,6,3,0,0,0,0,20150503000000,20150503000000.0000000
2015-05-04 00:00:00.000000000,2015-05-04,20150504000000,20150504,2015,02,05,19,2015,00,04,00,00,00,20152,201505,201519,2015,2,5,19,2015,0,4,0,0,0,0,20150504000000,20150504000000.0000000
2015-05-05 00:00:00.000000000,2015-05-05,20150505000000,20150505,2015,02,05,19,2015,01,05,00,00,00,20152,201505,201519,2015,2,5,19,2015,1,5,0,0,0,0,20150505000000,20150505000000.0000000
2015-05-06 00:00:00.000000000,2015-05-06,20150506000000,20150506,2015,02,05,19,2015,02,06,00,00,00,20152,201505,201519,2015,2,5,19,2015,2,6,0,0,0,0,20150506000000,20150506000000.0000000
2015-05-07 00:00:00.000000000,2015-05-07,20150507000000,20150507,2015,02,05,19,2015,03,07,00,00,00,20152,201505,201519,2015,2,5,19,2015,3,7,0,0,0,0,20150507000000,20150507000000.0000000
2015-05-08 00:00:00.000000000,2015-05-08,20150508000000,20150508,2015,02,05,19,2015,04,08,00,00,00,20152,201505,201519,2015,2,5,19,2015,4,8,0,0,0,0,20150508000000,20150508000000.0000000
